Topic,Media,Sentence,Sentiment
media,WPolityce,Nerwowo w TVN! Anita Werner pyta Millera o s³owa Schetyny i Siemoniaka: Czy z takimi liderami na pewno mo¿na zwyciê¿yæ?,"{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1, 'zaufanie': 1}"

koalicja obywatelska,WPolityce,"""Borys Szyc - typowy OTUA: brak szacunku dla kobiet, s³owna przemoc"". Internauci krytykuj¹ aktora za atak na Klepack¹","{'smutek': 1, 'z³oœæ': 1, 'cieszenie siê na coœ oczekiwanego': 1, 'zaufanie': 1}"

polska,WPolityce,Wojciech Sadurski chce zrobiæ z Polski federacjê „europejskiego” Zachodu i „ciemniackiego” Wschodu,"{'smutek': 1, 'z³oœæ': 1}"

¿ydzi,WPolityce,"To jakiœ ob³êd! Portal Lisa chce wyrzucenia Klepackiej z kadry: ""Od nienawiœci do homoseksualistów zacz¹³ siê Holokaust""","{'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2, 'strach': 1}"

koalicja obywatelska,WPolityce,"Nerwowo po artykule ""GW"". Kierwiñski atakuje Œpiewaka. Aktywista odpowiada: Spokojnie bo serce do wyborów nie wytrzyma","{'smutek': 1, 'z³oœæ': 2, 'radoœæ': 1, 'wstrêt': 1}"

koalicja obywatelska,WPolityce,"NASZ WYWIAD. Dlaczego Ar³ukowicz i Thun nie podali rêki premierowi? Kidawa-B³oñska: ""Nikt im nie powiedzia³, jak powinni siê zachowaæ""","{'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2}"

usa,WPolityce,PILNE. Strzelanina w USA. S¹ ranni,"{'smutek': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,"Okrutne podsumowanie PSL w ""GW""","{'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

pis,WPolityce,PiS wygra dziêki liberalnym mediom?,"{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 2, 'wstrêt': 1, 'zaufanie': 1}"

pis,WPolityce,"OdpowiedŸ na histeriê Czuchnowskiego. Dlaczego na swoich p³otach zawieszali  plakaty z Szyd³o? ""To polityk, który jest blisko ludzi""","{'radoœæ': 2, 'zaufanie': 2}"

koalicja obywatelska,WPolityce,Schetyna koñczy konsumowaæ przystawkê! Nowoczesna wkrótce przestanie istnieæ. Partia zostanie zlikwidowana jeszcze przed wyborami,{'zaufanie': 1}

rz¹d,WPolityce,"Rekonstrukcja rz¹du. Szef KPRM zdradza: ""Wszystkie decyzje ju¿ zapad³y"". Czy sam zostanie szefem MON? Jest odpowiedŸ","{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 2, 'smutek': 1, 'z³oœæ': 1, 'zaufanie': 1}"

rz¹d,WPolityce,"Piêkny gest! Premier przekaza³ rodzicom szeœcioraczków samochód. ""Nie mo¿emy siê doczekaæ, a¿ wszyscy bêdziemy razem w domu""","{'radoœæ': 2, 'zaufanie': 2}"

koalicja obywatelska,WPolityce,"Ochojska brnie w narracjê opozycji! Internauci: Ci ludzie reprezentuj¹ tych, którzy kazali Morawieckiemu kopaæ grób! To powód do dumy?","{'radoœæ': 1, 'zaufanie': 1}"

koalicja obywatelska,WPolityce,"Trzeba mieæ tupet! Thun nie poda³a rêki przedstawicielom w³adz: ""Tak by³o. Czy mam udawaæ ¿e wszystko jest cacy?!"". WIDEO","{'wstrêt': 1, 'z³oœæ': 1}"

koœció³,WPolityce,"Film ""Pielgrzym"" ju¿ dostêpny w internecie! Rzecznik KEP: Bez tej pielgrzymki Jana Paw³a II nie by³oby wielkich przemian w Polsce i Europie",{'zaufanie': 1}

media,WPolityce,"Podaæ rêkê premierowi? Spór wœród ""elit"". Lis: Sam bym poda³; Ochojska: Zrobi³abym jak Ar³ukowicz i Huebner","{'z³oœæ': 6, 'radoœæ': 2, 'smutek': 4, 'wstrêt': 2, 'zaufanie': 2}"

pedofilia,WPolityce,"Wildstein w ""Sieci"": Operacja ""Pedofilia"" zosta³a dok³adnie przemyœlana i przeprowadzona. Siêga dalej, ni¿ wybory","{'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,Trzaskowski i Sikorski na spotkaniu Grupy Bilderberga? Saryusz-Wolski: Z naszej czêœci Europy s¹ tam zapraszani ludzie spolegliwi,"{'radoœæ': 2, 'smutek': 2, 'z³oœæ': 2}"

konfederacja,WPolityce,"Grzegorz Braun z³o¿y³ do prokuratury zawiadomienie na samego siebie: ""Szpiegostwo, zdrada, zmierzanie do pozbawienia niepodleg³oœci"". WIDEO","{'wstrêt': 1, 'z³oœæ': 1, 'radoœæ': 1, 'zaufanie': 1}"

pis,WPolityce,"Okrutne podsumowanie dorobku ludowców w ""Wyborczej"": ""PiS wyrugowa³ ich z zagród. Mieszkañcy wsi ju¿ do PSL nie wróc¹""","{'smutek': 2, 'strach': 2, 'wstrêt': 2, 'z³oœæ': 2}"

media,WPolityce,"Alternatywna rzeczywistoœæ w TVN. Widzowie mogli siê ""dowiedzieæ"", ¿e £ukaciejewska rzekomo wygra³a w swoim okrêgu z Porêb¹. WIDEO","{'radoœæ': 2, 'smutek': 1, 'strach': 1, 'zaufanie': 1, 'z³oœæ': 1, 'cieszenie siê na coœ oczekiwanego': 1}"

pis,WPolityce,"Celne! Robert Mazurek: Koszulki z ""I tylko nie mów nikomu"" s¹ oczywist¹ ¿enad¹. Jeœli Sekielski tego nie rozumie, tym gorzej dla niego","{'radoœæ': 2, 'smutek': 3, 'wstrêt': 2, 'z³oœæ': 2, 'zaufanie': 2, 'strach': 1}"

koalicja obywatelska,WPolityce,"Sikorski narzeka³ na pomoc dla rodziny wielodzietnej. Jak wygl¹da prawda? ""Pos³u¿y³ siê skrajnym przypadkiem""","{'radoœæ': 1, 'zaufanie': 1}"

koalicja europejska,WPolityce,KuŸniar nie mo¿e pogodziæ siê z klêsk¹ KE i wyœmiewa Biedronia. Wtóruje mu Ho³dys: Powinien piszczeæ z zachwytu. WIDEO,"{'smutek': 4, 'z³oœæ': 2, 'radoœæ': 4, 'zaufanie': 2}"

koœció³,WPolityce,"Ks. prof. Bortkiewicz: Atak na ks. abp. Jêdraszewskiego. Schemat jest prosty - uderzyæ w kogoœ, bo jest krytykiem homoideologii",{'z³oœæ': 4}

usa,WPolityce,"Ofensywa na rzecz ochrony ¿ycia w USA. S¹d Najwy¿szy mo¿e zdelegalizowaæ aborcjê, choæ droga do tego jest jeszcze daleka",{'zaufanie': 1}

wiosna,WPolityce,"Biedroñ walczy o prze¿ycie, Tusk staje siê balastem. Kto by to przewidzia³? Polska polityka jak majowa pogoda","{'radoœæ': 3, 'wstrêt': 6, 'z³oœæ': 6, 'smutek': 3}"

polska,WPolityce,"Histeryczny apel Sienkiewicza: Szykuje siê ""druga bitwa o Westerplatte"". Nie wolno sobie daæ odebraæ Polski, opozycjo!","{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

